Last Name,Grantor Tier,Grantor Stage,Wayleave Signed
Pilgrim Havens,Tier-2,,0
Pillarcourt Limited,Tier-2,,0
Pillingstone Ltd,Tier-2,Initial Grantor Engagement,0
Pilot View Management Limited,Tier-2,,0
Pim Court Management Limited,Tier-2,Newly Listed Grantor,0
Pinchwood Limited,Tier-2,,0
Pinda Porperties Limited,Tier-2,Newly Listed Grantor,0
Pineapple Corporation Limited,Tier-2,,0
Pinecliffe Manor Limited,Tier-2,,0
Pinehurst (Poole) Management Company Limited,Tier-2,Newly Listed Grantor,0
Pinehurst Care Limited,Tier-2,,0
Pinehurst Freeholding Company Limited,Tier-2,Initial Grantor Engagement,0
Pinehurst Park Homes Limited,Tier-1,,0
Pinehurst SDS Limited,,Newly Listed Grantor,0
Pinelands Management Limited,Tier-1,Wayleave Signed,0
Pine Lodge (Martello Park) Management Limited,Tier-2,Newly Listed Grantor,0
Pine Lodge (Westbourne) Commonhold Association Limited,Tier-2,,0
Pine Lodge Freehold Limited,Tier-2,,0
Pinemoor Management Ltd,Tier-2,Newly Listed Grantor,0
Pine Park Mansions (Management) Limited,Tier-2,Wayleave Signed,0
Pineridge (Bournemouth) Management Company Limited,Tier-2,,0
Pines View Management Company Limited,Tier-2,Newly Listed Grantor,0
Pine Tree Court (Bournemouth) Management Company Limited,Tier-2,,0
Pineville Management Company Limited,Tier-2,,0
Pinewood Property Developments Limited,Tier-2,,0
Pinewood Property Management Limited,Tier-2,,0
Pinhill Limited,Tier-2,Newly Listed Grantor,0
Pink Fortress Estates Limited,Tier-2,Wayleave Partially Signed,0
Pink Fortress Limited,Tier-2,,0
Pink Sky Investments Limited,Tier-2,,0
Pinnacle Homes (Berkshire) Ltd,Tier-2,,0
Pinnacle Property Management Limited,Tier-2,Newly Listed Grantor,0
Pinnacle Property Management Ltd on behalf of Lockbridge Court Management Co Ltd,Tier-2,Wayleave Signed,0
Pinnervale Investments Limited,Tier-2,,0
PINNN Limited,Tier-2,Initial Grantor Engagement,0
Pinotage Property Limited,Tier-2,Wayleave Signed,0
Pinsworth Limited,Tier-2,Initial Grantor Engagement,0
Pipers Meadow Management (No.3) Limited,Tier-2,Newly Listed Grantor,0
Pipers Meadow Management (No.4) Limited,Tier-2,Newly Listed Grantor,0
Pipers Meadow Management (No1) Limited,Tier-2,Newly Listed Grantor,0
Pipi Properties Limited,Tier-2,Newly Listed Grantor,0
Pippin Management Company Limited,Tier-2,Newly Listed Grantor,0
Pirate Industries Limited,,Newly Listed Grantor,0
Pirbright House Freehold Limited,Tier-2,,0
Pitchmark Investments Limited,Tier-2,,0
Pitmaston Apartments Ltd,Tier-2,Newly Listed Grantor,0
Pittstop (Ripon) Limited,Tier-2,,0
Pittville Court (Cheltenham) Limited,Tier-2,Newly Listed Grantor,0
Pittville Lawn Management Limited,Tier-2,,0
Pittville Management (Fairhavens Court) Co Limited,Tier-2,,0
Pivotal Homes Group Limited,Tier-2,Newly Listed Grantor,0
Pixel Properties Limited,Tier-2,,0
PJ Asia Limited,,Newly Listed Grantor,0
P J Carey (Contractors) Limited,Tier-2,,0
PJD Somerset Limited,Tier-2,Newly Listed Grantor,0
Pjk Property Limited,Tier-2,Newly Listed Grantor,0
P J Livesey Living Space (North) Limited,Tier-2,Wayleave Negotiation Commenced,0
P J Walker Properties Limited,Tier-2,Initial Grantor Engagement,0
Pjw Limited,Tier-2,Newly Listed Grantor,0
PKA Estates Ltd,Tier-1,,0
PKC Properties Limited,Tier-2,,0
PKL Investments Limited,Tier-2,,0
Place2Let Ltd,Tier-2,Newly Listed Grantor,0
Placeclose Residents Association Limited,Tier-2,,0
Places for People - Allenbuild Limited,National,,0
Places for People - Brio Retirement Living (Holdings) Limited,National,,0
Places for People Capital Markets PLC,National,,0
Places for People - Castle Rock Edinvar Housing Association Limited,Tier-1,Wayleave Partially Signed,0
Places for People - Castle Rock Housing Association Limited,National,,0
Places for People - Centro Place Investments Limited,National,,0
Places for People - Chorus Homes Limited,National,Wayleave Signed,0
Places for People - Cotman Housing Association Limited,National,Wayleave Signed,0
Places for People - Derwent Facilities Management Limited,National,,0
Places for People - Derwent Housing Association Limited,National,Wayleave Signed,0
Places For People Developments Limited,National,Wayleave Negotiation Commenced,0
Places for People Finance PLC,National,,0
Places for People - Financial Services Limited,National,,0
Places for People - Girlings Retirement Rentals Limited,National,,0
Places for People Green Services Limited,National,,0
Places for People Homes Limited,National,Wayleave Partially Signed,0
Places for People International Limited,National,,0
Places for People Leisure Management Ltd,Local Authority,,0
Places for People Living+ Limited,National,Wayleave Signed,0
Places for People - Millwood Designer Homes Limited,National,,0
Places for People - Modular Wise Limited,National,,0
Places for People - Places Impact,National,,0
Places for People Scotland Limited,National,Wayleave Signed,0
Places for People - Touchstone Corporate Property Services Limited,National,,0
Places for People Treasury PLC,National,,0
Places for People Ventures Limited,National,,0
Places for People - Zero C Holdings Limited,National,Wayleave Signed,0
Plainsound Limited,Tier-2,Newly Listed Grantor,0
Plan 5 Investments Limited,Tier-2,,0
Planminster Limited,Tier-2,Newly Listed Grantor,0
Plantation Avenue,Tier-2,Wayleave Signed,0
Plantview Limited,Tier-2,,0
Plasmerton Limited,Tier-2,,0
Platform Housing Limited,Tier-1,Unresponsive / No Contact Received,0
Platform Housing Limited,Tier-2,Newly Listed Grantor,0
Platinum Skies Esprit LLP,Tier-1,Newly Listed Grantor,0
Platts & Nisbett Limited,Tier-2,,0
Platway Limited,Tier-2,,0
Plaxbury Properties Limited,Tier-2,Newly Listed Grantor,0
Playdon Limited,Tier-2,,0
Playhouse Court (Management) Limited,Tier-2,,0
Plazaward Limited,Tier-2,,0
Plemaray Limited,Tier-2,,0
Plentview Limited,Tier-2,,0
Plesco Limited,Tier-2,Newly Listed Grantor,0
Plexcourt Limited,Tier-2,Newly Listed Grantor,0
Plover Hill Developments Limited,Tier-2,Newly Listed Grantor,0
Ploytime Limited,,,0
Plp Developments Limited,Tier-2,Newly Listed Grantor,0
PLS Properties Limited,Tier-2,,0
P L Textiles Limited,Tier-2,,0
Plume Of Feathers Garage Limited,Tier-2,,0
Plumptre Management Company Limited,Tier-2,Newly Listed Grantor,0
Plus Dane Housing Limited,Tier-1,Initial Grantor Engagement,0
Plymouth Barbican Fine Arts Limited,Tier-2,Newly Listed Grantor,0
Plymouth Community Homes Ltd,Tier-1,Initial Grantor Engagement,0
Plymouth Land (Freeholds) Limited,Tier-2,Newly Listed Grantor,0
Plymouth Land (Mutley Court) Limited,Tier-2,Newly Listed Grantor,0
Plymouth Land Leaseholds Limited,Tier-2,Newly Listed Grantor,0
Plymouth Land Limited,Tier-2,Newly Listed Grantor,0
Plymouth Property Holdings Limited,Tier-2,,0
Plymouth Rentals Limited,Tier-2,Newly Listed Grantor,0
Plymouth Roman Catholic Diocesan Trustees Registered,Tier-2,,0
Plymquay (Management) Limited,Tier-2,Newly Listed Grantor,0
Plymstock Properties Limited,Tier-2,,0
PMB Properties Limited,Tier-2,,0
PMB PROPERTY LIMITED,Tier-2,,0
PMF Investments Limited,Tier-2,,0
PMG Electrical Services (Southern) Limited,Tier-2,Initial Grantor Engagement,0
PMG Investments Limited,Tier-2,Newly Listed Grantor,0
PML Developments & Lettings Yorkshire Ltd,Tier-2,,0
PML Estates Ltd,Tier-2,Newly Listed Grantor,0
P M Management Limited,Tier-2,Newly Listed Grantor,0
PMP Howell Limited,Tier-2,,0
Pmt Property Management Team Limited,Tier-2,,0
Pnft 5 Real Estate Limited,Tier-2,Newly Listed Grantor,0
PNG Associates Limited,Tier-2,,0
Pn Property Limited,Tier-2,Newly Listed Grantor,0
Pocklington Walk Limited,Tier-2,,0
Poco Properties Limited,,Newly Listed Grantor,0
Pointlease Management Limited,,Newly Listed Grantor,0
Polaris Capital Limited,Tier-2,,0
Polefield House Limited,Tier-2,,0
Poles House & Court Management Limited,Tier-2,,0
Polestar Properties Limited,Tier-2,,0
Policysure Limited,Tier-2,Newly Listed Grantor,0
Pollard Court Management (Leicester) Limited,Tier-2,,0
Pollard Court Residents Association Limited,Tier-2,Newly Listed Grantor,0
Pollea Properties Limited,Tier-2,,0
Pollys Yard Management Company Limited,Tier-2,,0
Polruan Flats Management (Bognor Regis) Limited,,Newly Listed Grantor,0
Polystar Plastics (Holdings) Limited,Tier-2,,0
Polythina Ltd,Tier-2,,0
Pomroy & Hine Limited,Tier-2,Newly Listed Grantor,0
Pontefax Limited,Tier-2,Newly Listed Grantor,0
Pontefract & Ackworth Almshouses Charity,Tier-2,,0
Poolday Residents Association Limited,Tier-2,,0
Poole Hospital NHS Foundation Trust,Tier-1,Initial Grantor Engagement,0
Poole Quay Residents Company Limited,Tier-2,Newly Listed Grantor,0
Poplar Court Freehold Limited,Tier-2,Newly Listed Grantor,0
Pople Properties Limited,,Newly Listed Grantor,0
Poppins (Worcester) Limited,Tier-2,Newly Listed Grantor,0
Popular Avanue Limited,Tier-2,Initial Grantor Engagement,0
Popular Developments Limited,,Newly Listed Grantor,0
Porchdean Limited,Tier-2,Initial Grantor Engagement,0
Porchester Road Freehold Limited,Tier-2,,0
Porchester Road Resident Association,Tier-2,,0
Portables Direct Limited,Tier-2,,0
Portadale Limited,Tier-2,,0
Portadene Management Company Limited,Tier-2,,0
Portal Housing Association Limited,Tier-1,,0
Portal Leicester Limited,Tier-2,Newly Listed Grantor,0
Portarlington Court Freehold Limited,Tier-2,,0
Portbridge Estates Limited,Tier-2,Newly Listed Grantor,0
Portdown Development Limited,Tier-2,,0
Porterman Investments Limited,Tier-2,,0
Porterman Management Company Limited,Tier-2,Newly Listed Grantor,0
Portet Properties Limited,Tier-2,,0
Portfield Estate Company Limited,Tier-2,Initial Grantor Engagement,0
Portforge Limited,,Newly Listed Grantor,0
Portia Star Lane Limited,Tier-2,,0
Portishead Tattenhoe Management Company Limited,Tier-2,,0
Portland Court (Devonport) Management Company Limited,Tier-2,,0
Portland First LLP,Tier-2,Newly Listed Grantor,0
Portland Holdings (Doncaster) Limited,Tier-2,Initial Grantor Engagement,0
Portland House Management Company Limited,Tier-2,,0
Portland Mansions Residents Association Limited,Tier-2,,0
Portland Mews Freehold Limited,Tier-2,,0
Portland Place Bath (Management) Company Limited C/O Adam Church Ltd,Tier-2,Wayleave Partially Signed,0
Portland Place Bath Management Limited,Tier-2,,0
Portland Place East Management Company Limited,Tier-2,,0
Portland Property Investments Limited,,Newly Listed Grantor,0
Portland Street Properties Limited,Tier-2,,0
Portland View Limited,Tier-2,Newly Listed Grantor,0
Portland Views Management Association Limited,Tier-2,,0
Portman 3 Reversion Limited,Tier-2,,0
Portman Property And Lettings Limited,Tier-2,Newly Listed Grantor,0
Portmead Homes Limited,Tier-2,Newly Listed Grantor,0
Port of Sheerness Limited,Tier-2,,0
Portslade Enterprises Limited,,,0
Portsmouth City Council,Local Authority,Wayleave Partially Signed,0
Portsmouth Holdings Limited,Tier-2,,0
Portsmouth Naval Base Property Company (Queen Street) Limited,Tier-1,Wayleave Refused,0
Portsoken Trustees Limited,Tier-2,Initial Grantor Engagement,0
Portsons Limited,Tier-2,Newly Listed Grantor,0
Portstone Close (1996) Limited,Tier-2,,0
Portstone Court Limited,,Newly Listed Grantor,0
Portum Domos Limited,Tier-2,,0
Port View Freehold Limited,,Newly Listed Grantor,0
Portway Drive Limited,Tier-2,Newly Listed Grantor,0
Portway Investments Limited,Tier-2,Newly Listed Grantor,0
Poseidon Investments Limited,Tier-2,Newly Listed Grantor,0
Possfund Custodian Trustee Limited,Tier-2,,0
Post Office Limited,Tier-2,Newly Listed Grantor,0
Pottergate Norwich Limited,,Newly Listed Grantor,0
Potteries (Nominee No.1) Limited,Tier-1,,0
Potternewton Management Company Limited,Tier-2,Initial Grantor Engagement,0
Poulton Festival Hall Limited,Tier-2,Newly Listed Grantor,0
Pounds & Dollars 2019 Limited,Tier-2,,0
Pound Saver Shop Limited,Tier-2,Newly Listed Grantor,0
Pountney Nominees 1 Limited,Tier-2,Initial Grantor Engagement,0
Powell & Co (Brighton) Limited,,Newly Listed Grantor,0
Powell & Co Investments Ltd,Tier-2,,0
Powell & Co Management Limited,Tier-2,,0
Powell & Co Property (Brighton) Limited,Tier-2,,0
Powell & Co Property Limited,Tier-2,,0
Powell Court Management Limited,Tier-2,,0
Powell Lodge Management Company Limited,Tier-2,,0
Powell Road Rtm Limited,Tier-2,Newly Listed Grantor,0
Powercroft (Eastbourne) Limited,Tier-2,,0
Power Dragon Properties Limited,Tier-2,Newly Listed Grantor,0
Powerfirm Limited,Tier-2,,0
Power Investments Limited,Tier-2,,0
Power Leisure Bookmakers Limited,Tier-2,Newly Listed Grantor,0
Powerscourt Developments Limited,Tier-2,,0
Powerscourt Management 2006 Limited,Tier-2,Wayleave Terms Issued,0
Powis Property Investments Limited,Tier-2,,0
Powis Sinatra Limited,Tier-2,,0
Poynters Lodge Management Company Limited,Tier-2,,0
Pp & C Limited,Tier-2,Newly Listed Grantor,0
PP Commercial Enterprises Limited,Tier-2,Wayleave Signed,0
PPG Architectural Coatings UK Limited,Tier-2,Newly Listed Grantor,0
PP Management,Tier-1,Wayleave Signed,0
PPNL SPV B17-1 Limited,Tier-2,,0
PPNL SPV B27-1 Limited,Tier-2,,0
Ppnl Spv B60-1 Limited,Tier-2,Newly Listed Grantor,0
PPNL SPV B7-1 Limited,Tier-2,,0
PPNL SPV B82-1 Limited,Tier-2,,0
PPNL SPV B83-1 Limited,Tier-2,Initial Grantor Engagement,0
PPNL SPV B85-1 Limited,Tier-2,,0
PPNL SPV B87-1 Limited,Tier-2,,0
PPNL SPV B90-1 Limited,Tier-2,Initial Grantor Engagement,0
PPNL SPV B95-1 Limited,,Newly Listed Grantor,0
PPNL SPV Of1-1 Limited,Tier-2,Newly Listed Grantor,0
PR2M LTD,Tier-2,,0
Prae Properties Limited,Tier-2,Newly Listed Grantor,0
Prakashram & Co Limited,,,0
Prakaushali Parishad Limited,Tier-2,,0
Pranav And Jai Investments Limited,Tier-2,Newly Listed Grantor,0
PR Booth & Company Limited,Tier-2,Newly Listed Grantor,0
Pre (Leicester) Limited,Tier-2,Newly Listed Grantor,0
Precious Holdings (Wakefield) Limited,,Newly Listed Grantor,0
Preece Property Limited,Tier-2,,0
Prelanglen Limited,Tier-2,,0
Premier Acquisitions Limited,Tier-2,,0
Premier Block Management,Tier-2,Wayleave Refused,0
Premier Builders Limited,Tier-2,Newly Listed Grantor,0
Premier Building Ventures Limited,Tier-2,Newly Listed Grantor,0
Premier Developments (1995) Limited,Tier-2,,0
Premiere Coffee Limited,,Newly Listed Grantor,0
Premiere Property Services Ltd,Tier-2,,0
Premier Estates C/O Lawton Court Management Limited,Tier-2,Wayleave Partially Signed,0
Premier Ground Rents Limited,Tier-2,,0
Premier Ground Rents No.1 Limited,Tier-2,,0
Premier Ground Rents No. 1 Ltd,Tier-2,Newly Listed Grantor,0
Premier Ground Rents No.3 Limited,Tier-1,Newly Listed Grantor,0
Premier Ground Rents No.4 Limited,Tier-2,,0
Premier Ground Rents No.5 Limited,Tier-1,Unresponsive / No Contact Received,0
Premier Housing (Bradford) Limited,Tier-2,,0
Premier Housing (Bradford) Ltd,Tier-2,Wayleave Partially Signed,0
Premier Inn Hotels Limited,Tier-2,Newly Listed Grantor,0
Premier Land & Investments Limited,Tier-2,,0
Premier Land and Investments Limited,Tier-2,Wayleave Terms Issued,0
Premier Marinas (Eastbourne) Limited,Tier-2,,0
Premier Park Homes Limited,Tier-1,,0
Premier Properties (East Anglia) Limited,,Newly Listed Grantor,0
Premier Properties & Developments Ltd,,Newly Listed Grantor,0
Premier Properties Hampshire Limited,Tier-2,Newly Listed Grantor,0
Premier Property (Brighton) Limited,Tier-2,,0
Premier Property Management And Maintenance Limited C/O Middleton Park Square,Tier-2,Wayleave Signed,0
Premier Sagar Limited,Tier-2,,0
Premiersquare Limited,Tier-2,,0
Premiumswift Property Management Limited,,Newly Listed Grantor,0
Press House (Horsham) Limited,Tier-2,Newly Listed Grantor,0
Prestige Construction GB Ltd,Tier-2,,0
Prestige Constructions Limited,Tier-2,Newly Listed Grantor,0
Prestige Constructions Limited,,Newly Listed Grantor,0
Prestige Construction UK Limited,Tier-2,Newly Listed Grantor,0
Prestige Worldwide (DY) Limited,Tier-2,,0
Prestigious Living (Bradford) Limited,Tier-2,Initial Grantor Engagement,0
Preston City Council,Local Authority,,0
Preston Court (Westcliff On Sea) Freehold Company Limited,Tier-2,Newly Listed Grantor,0
Preston Drove (Brighton) Freehold Management Company Limited,Tier-2,,0
Prestongate Maintenance Company Limited,Tier-2,Wayleave Signed,0
Preston Grange (Brighton) Limited,Tier-2,,0
Preston Guildhall Property Development Limited,Tier-2,Newly Listed Grantor,0
Preston Hall Freehold Company Limited,Tier-2,,0
Preston Lodge Residents Association Limited,,,0
Preston Park Avenue (Brighton) Limited,Tier-2,,0
Preston Property Partnership Ltd,Tier-2,Newly Listed Grantor,0
Preston Towers (Management Company) Limited,Tier-2,,0
Pr Homes Direct Limited,Tier-2,Newly Listed Grantor,0
Prideaux House Limited,Tier-2,,0
Pride In Camp Hill Limited,Tier-2,,0
Priestgate Estates Ltd,Tier-2,Wayleave Signed,0
Priest Hill Residents Association Limited,Tier-2,Newly Listed Grantor,0
Priestley & Co Limited,Tier-2,,0
Priestley Homes (Cliff House) Limited,Tier-2,Newly Listed Grantor,0
Priestley Homes (Sunderland) Limited,Tier-2,,0
Priestley Homes (Yorkshire) Limited,Tier-2,Newly Listed Grantor,0
Priestley Homes Limited,Tier-2,Wayleave Partially Signed,0
Priestley Investments (Leeds) Limited,Tier-2,,0
Prima 200 Fundco No. 2 Limited,Tier-2,,0
Primavera (Maidenhead) Freehold Company Limited,,Newly Listed Grantor,0
Prime Accommodations Limited,Tier-2,,0
Primecentral Management Limited,Tier-2,,0
Prime Commercial Properties (KDL) Limited,Tier-2,Wayleave Signed,1
Prime Facades Limited,Tier-2,,0
Prime Padz Limited,Tier-2,,0
Prime PHP Limited,Tier-2,,0
Prime Space Properties Limited,Tier-2,,0
Primetower Properties Limited,Tier-1,Newly Listed Grantor,0
Prime View Properties Limited,Tier-2,,0
Primewell Limited,Tier-2,Newly Listed Grantor,0
Primlane Limited,Tier-2,,0
Primley Park Road Management Company Limited,Tier-2,Newly Listed Grantor,0
Primrose Hill Flats Management Limited,Tier-2,Newly Listed Grantor,0
Primrose Hill Management Company Limited,Tier-2,Newly Listed Grantor,0
Primrose Management Limited,Tier-2,Newly Listed Grantor,0
Primus Alliance Newcastle Limited,Tier-1,,0
Prince Andrew Close Property Management Company Limited,Tier-2,,0
Princegate Estates Plc,Tier-2,,0
Prince Of Wales Mansions (Harrogate) Limited,Tier-2,Wayleave Signed,0
Prince Regents Court (Brighton) Limited,Tier-2,,0
Princes Court Management Company Limited,Tier-2,,0
Princes Court RTM Company Limited,Tier-2,Wayleave Signed,0
Princes Gate (Brighton) Limited,Tier-2,,0
Princes Gate Limited,Tier-2,,0
Princes Lodge Management Limited,,Newly Listed Grantor,0
Princes Quay Residents Association Limited,Tier-2,Newly Listed Grantor,0
Princess Court (Leeds) Services Limited,Tier-1,Unresponsive / No Contact Received,0
Princess Freehold Limited,Tier-2,Newly Listed Grantor,0
Princess House (Bognor Regis) Management Limited,,Newly Listed Grantor,0
Princess Road (58-60) Management Company Limited,Tier-2,Newly Listed Grantor,0
Principality Building Society,Tier-2,Newly Listed Grantor,0
Pringle Construction Limited,Tier-2,,0
Priora 38 Flat Management Company Limited,Tier-2,Newly Listed Grantor,0
Prior Park Freehold Limited,Tier-2,Newly Listed Grantor,0
Priors Haven (Management) Limited,Tier-2,,0
Priors Lodge Management Company Limited,Tier-2,,0
Priors Residents Association Limited,Tier-2,,0
Priors Terrace Management Company Limited,Tier-2,,0
Priory (Patcham) Limited,,Newly Listed Grantor,0
Priory Business Park Limited,Tier-2,,0
Priory Community School,Tier-2,Newly Listed Grantor,0
Priory Court (Eastbourne) Limited,Tier-2,,0
Priory Court (Tynemouth) Management Company Limited,Tier-2,,0
Priory Court Flat Owners Limited,Tier-1,Wayleave Negotiation Commenced,0
Priory Flats Management Limited,Tier-2,Newly Listed Grantor,0
Priory Gate (Lancing) Management Company Limited,Tier-2,Newly Listed Grantor,0
Priory House (Kenilworth) Limited,Tier-2,,0
Priory Road (Kenilworth) Limited,Tier-2,,0
Priory Road Freehold Company Ltd,,Newly Listed Grantor,0
Priory Vale Limited,Tier-2,Newly Listed Grantor,0
Priory Ventures Limited,Tier-2,Newly Listed Grantor,0
Priory Victoria Ltd,,Newly Listed Grantor,0
Private Homes Limited,Tier-2,,0
Privatetrend Property Management Limited,Tier-2,,0
Privetcourt Limited,,Newly Listed Grantor,0
Privilege Coventry S.A R.L.,Tier-2,Newly Listed Grantor,0
Privilege L & S Limited,Tier-2,Newly Listed Grantor,0
Privilege Leeds S.A.R.L.,Tier-2,,0
PRM Properties Limited,Tier-2,,0
PRND Ltd,Tier-2,,0
Probable Limited,Tier-2,Newly Listed Grantor,0
Probus Womens Housing Society Limited,Tier-2,,0
Proficit Limited,Tier-2,Newly Listed Grantor,0
Progress Enterprises Limited,Tier-2,,0
Progress Housing Association Limited,Tier-1,,0
Progress Housing Association Ltd,Tier-1,Initial Grantor Engagement,0
Progression Properties Limited,Tier-2,,0
Progressive Care (Holdings) Limited,Tier-2,,0
Progressive Care Property Management LLP,Tier-2,,0
Project Genesis Limited,Tier-1,,0
Projects FM Limited,Tier-2,,0
Project Tasty Limited,Tier-2,Newly Listed Grantor,0
Promenade Court Management Company Limited,Tier-2,Newly Listed Grantor,0
Promenade House Limited,Tier-2,Newly Listed Grantor,0
Promlets Limited,Tier-2,Newly Listed Grantor,0
Promontoria Holding 135 B.V.,Tier-1,,0
Promortek Properties Ltd,Tier-2,,0
Prompt Investments Ltd,Tier-2,Newly Listed Grantor,0
Proper Job Superstores Limited,Tier-2,,0
Proper Lets Limited,Tier-2,,0
Properties (Hastings) Limited,,Newly Listed Grantor,0
Properties A Y & U Limited,Tier-2,,0
Properties Limited,Tier-2,Newly Listed Grantor,0
Properties To Let Limited,Tier-1,Newly Listed Grantor,0
Property 24 Limited,Tier-2,Newly Listed Grantor,0
Property 5 Ltd,Tier-2,,0
Property Acquisitions (SOT) Limited,Tier-2,,0
Property And Commercial Enterprises Limited,,Newly Listed Grantor,0
Property And General (Developments) Limited,Tier-2,,0
Property Development Services (UK) Limited,Tier-2,Newly Listed Grantor,0
Propertyeast Limited,,Newly Listed Grantor,0
Property Express (Uk) Limited,Tier-2,,0
Property Force (UK) Limited,Tier-2,Initial Grantor Engagement,0
Property Investment Holdings Limited,,Newly Listed Grantor,0
Property Investment Network Blackpool Limited,Tier-2,Newly Listed Grantor,0
Property Investment Network Limited,Tier-2,Newly Listed Grantor,0
Property Investments (Leeds) Limited,Tier-2,,0
Property Investor Limited,Tier-2,,0
Property K2 Ltd,Tier-2,,0
Property Links Management Company Limited,Tier-2,Newly Listed Grantor,0
Property Maintenance (Chalfont Court) Limited,Tier-2,,0
Propertyology Partnership Limited,Tier-2,,0
Property Partnerships (Isle Of Man) Limited,,Newly Listed Grantor,0
Property Proprietors Limited,Tier-2,,0
Property Rentals (Sussex) Limited,Tier-2,,0
Property Sales Limited,Tier-2,,0
Property Solutions 4 U Limited,Tier-2,Newly Listed Grantor,0
Proper Unions 3 Limited,Tier-2,Newly Listed Grantor,0
Proprietary Managements Limited,Tier-2,Newly Listed Grantor,0
Proprietors Ltd,Tier-2,,0
Propvestment Developments Limited,Tier-2,Initial Grantor Engagement,0
Prosell Properties Limited,Tier-2,Newly Listed Grantor,0
Prospect (GB) Limited,Tier-2,Newly Listed Grantor,0
Prospect Community Housing Ltd (Edinburgh),Tier-1,Wayleave Signed,0
Prospect Court Management (Pudsey) Limited,Tier-2,,0
Prospect Court Management Company (Pudsey) Limited,Tier-2,,0
Prospect Court Owners Management Limited,Tier-2,,0
Prospect Estate Agency Limited,Tier-2,,0
Prospect Estates Limited,Tier-2,,0
Prospect House (Bath) Management Company Limited,Tier-2,Newly Listed Grantor,0
Prospect Mews Residents Limited,Tier-2,Newly Listed Grantor,0
Prospect Mill (Management) Company Limited,Tier-2,,0
Prospect Place (New Street) Limited,Tier-2,,0
Prospect Place (Windsor) Residents Association Limited,Tier-2,,0
Prosperity Arwa Limited,Tier-2,Wayleave Negotiation Commenced,0
Prosperity Noor Limited,Tier-2,,0
Prosperity Noor Ltd,Tier-2,,0
Prosperity Properties Limited,Tier-2,Newly Listed Grantor,0
Prospero Investments Limited,Tier-2,,0
Prostar Holdings Limited,Tier-2,Wayleave Negotiation Commenced,0
Proteus Equipment Limited,Tier-2,Initial Grantor Engagement,0
Protoacre Limited,Tier-2,Newly Listed Grantor,0
Protodale (Broyle 3) Limited,Tier-2,Newly Listed Grantor,0
Protodale (Broyle Road) Limited,Tier-2,Newly Listed Grantor,0
Provanhall Housing Association,Tier-1,,0
Providence Property Company Limited,Tier-2,Newly Listed Grantor,0
Provident Land Limited,Tier-2,Newly Listed Grantor,0
Provident Property Management Ltd,Tier-2,Newly Listed Grantor,0
Provident Trustees (Guernsey) Limited,Tier-2,,0
Proxima Gr Properties Limited,Tier-2,,0
Prudential Buildings Limited,Tier-2,Newly Listed Grantor,0
Prudential UK Real Estate Nominee 1 Limited,National,,0
Pryn Court Limited,Tier-2,Initial Grantor Engagement,0
Psat Ltd,Tier-2,Newly Listed Grantor,0
PSG Investments Limited,,Newly Listed Grantor,0
P S Hall & Co Limited,Tier-2,,0
P-Smith Property Investment Ltd,Tier-2,,0
PSP Properties (North East) Limited,Tier-2,Newly Listed Grantor,0
PS Property Services Limited,Tier-2,,0
PSR Investments Limited,Tier-2,Wayleave Signed,1
Psv Fabrication (UK) Limited,Tier-2,Newly Listed Grantor,0
PT Housing Ltd,Tier-2,,0
PT Northern Limited,Tier-2,,0
PT Plymouth Ltd,Tier-2,Newly Listed Grantor,0
PTP Properties Limited,Tier-2,Newly Listed Grantor,0
Ptrs Properties Limited,Tier-2,Newly Listed Grantor,0
Pudding Chare Developments Limited,Tier-2,Wayleave Negotiation Commenced,0
Pudsmoor Property Management Limited,Tier-2,Newly Listed Grantor,0
Puffin Asset Management Limited,Tier-2,,0
Puk Glf Nominee A Limited,Tier-2,Wayleave Terms Issued,0
Pullin Estates Ltd,Tier-2,,0
Pullman Court (Morley) Management Company Limited,Tier-2,,0
Pullman Court Residents Association Limited,Tier-2,,0
Puma Properties Limited,Tier-2,Newly Listed Grantor,0
Punch Creative Limited,Tier-2,Initial Grantor Engagement,0
Punch Partnerships (Pml) Limited,Tier-2,,0
Punch Partnerships (PTL) Limited,Tier-2,,0
Punch Property Solutions Limited,Tier-2,Newly Listed Grantor,0
Punj Properties Limited,Tier-2,,0
Purbeck Court Bournemouth Limited,Tier-2,,0
Purbeck Court Freehold Limited,Tier-2,,0
Purbeck Housing Society Limited,,Newly Listed Grantor,0
Pure Portland Management Limited,Tier-2,Newly Listed Grantor,0
Puritex Building Management Limited,Tier-2,,0
Purley Ventures Limited,,Newly Listed Grantor,0
Purple Moose Management Limited,,Newly Listed Grantor,0
Purple Turtle (Holdings) Limited,Tier-2,,0
Purpose Buildthree Limited,Tier-2,Newly Listed Grantor,0
Pursell Properties Limited,Tier-2,Newly Listed Grantor,0
Putt Property Holdings Limited,Tier-2,,0
P V Properties Limited,Tier-2,,0
P Win Properties (Solihull) Limited,Tier-2,Newly Listed Grantor,0
PW Waters Limited,Tier-2,Initial Grantor Engagement,0
Pye Properties Limited,Tier-2,Initial Grantor Engagement,0
Pyrite Investments Sa,Tier-2,,0
Python Construction Limited,Tier-2,,0
Q. Annes Drive Limited,Tier-2,Newly Listed Grantor,0
Q.C.R. Company Limited,Tier-2,,0
Q.E.D. Developments Limited,Tier-2,,0
